coach_a,coach_b,team,year,edge_weight,edge_type
1490,723,Buffalo Bills,2008,1,costaff
1490,1074,Buffalo Bills,2008,1,costaff
1490,1577,Buffalo Bills,2008,1,costaff
1490,295,Buffalo Bills,2008,1,costaff
1490,659,Buffalo Bills,2008,1,costaff
1490,435,Buffalo Bills,2008,1,costaff
718,723,Buffalo Bills,2008,1,costaff
718,1074,Buffalo Bills,2008,1,costaff
718,1577,Buffalo Bills,2008,1,costaff
718,295,Buffalo Bills,2008,1,costaff
718,659,Buffalo Bills,2008,1,costaff
718,435,Buffalo Bills,2008,1,costaff
723,1074,Buffalo Bills,2008,1,costaff
723,1577,Buffalo Bills,2008,1,costaff
723,295,Buffalo Bills,2008,1,costaff
723,659,Buffalo Bills,2008,1,costaff
723,435,Buffalo Bills,2008,1,costaff
1074,1577,Buffalo Bills,2008,1,costaff
1074,295,Buffalo Bills,2008,1,costaff
1074,659,Buffalo Bills,2008,1,costaff
1074,435,Buffalo Bills,2008,1,costaff
1577,295,Buffalo Bills,2008,1,costaff
1577,659,Buffalo Bills,2008,1,costaff
1577,435,Buffalo Bills,2008,1,costaff
295,659,Buffalo Bills,2008,1,costaff
295,435,Buffalo Bills,2008,1,costaff
659,435,Buffalo Bills,2008,1,costaff
1490,229,Buffalo Bills,2009,1,costaff
1490,718,Buffalo Bills,2009,1,costaff
1490,723,Buffalo Bills,2009,1,costaff
1490,1074,Buffalo Bills,2009,1,costaff
1490,1063,Buffalo Bills,2009,1,costaff
1490,295,Buffalo Bills,2009,1,costaff
1490,659,Buffalo Bills,2009,1,costaff
1490,435,Buffalo Bills,2009,1,costaff
229,718,Buffalo Bills,2009,1,costaff
229,723,Buffalo Bills,2009,1,costaff
229,1074,Buffalo Bills,2009,1,costaff
229,1063,Buffalo Bills,2009,1,costaff
229,295,Buffalo Bills,2009,1,costaff
229,659,Buffalo Bills,2009,1,costaff
229,435,Buffalo Bills,2009,1,costaff
718,723,Buffalo Bills,2009,1,costaff
718,1074,Buffalo Bills,2009,1,costaff
718,1063,Buffalo Bills,2009,1,costaff
718,295,Buffalo Bills,2009,1,costaff
718,659,Buffalo Bills,2009,1,costaff
718,435,Buffalo Bills,2009,1,costaff
723,1074,Buffalo Bills,2009,1,costaff
723,1063,Buffalo Bills,2009,1,costaff
723,295,Buffalo Bills,2009,1,costaff
723,659,Buffalo Bills,2009,1,costaff
723,435,Buffalo Bills,2009,1,costaff
1074,1063,Buffalo Bills,2009,1,costaff
1074,295,Buffalo Bills,2009,1,costaff
1074,659,Buffalo Bills,2009,1,costaff
1074,435,Buffalo Bills,2009,1,costaff
1063,295,Buffalo Bills,2009,1,costaff
1063,659,Buffalo Bills,2009,1,costaff
1063,435,Buffalo Bills,2009,1,costaff
295,659,Buffalo Bills,2009,1,costaff
295,435,Buffalo Bills,2009,1,costaff
659,435,Buffalo Bills,2009,1,costaff
168,877,Buffalo Bills,2010,1,costaff
168,469,Buffalo Bills,2010,1,costaff
168,1490,Buffalo Bills,2010,1,costaff
168,1118,Buffalo Bills,2010,1,costaff
168,638,Buffalo Bills,2010,1,costaff
877,469,Buffalo Bills,2010,1,costaff
877,1490,Buffalo Bills,2010,1,costaff
877,1118,Buffalo Bills,2010,1,costaff
877,638,Buffalo Bills,2010,1,costaff
469,1490,Buffalo Bills,2010,1,costaff
469,1118,Buffalo Bills,2010,1,costaff
469,638,Buffalo Bills,2010,1,costaff
1490,1118,Buffalo Bills,2010,1,costaff
1490,638,Buffalo Bills,2010,1,costaff
1118,638,Buffalo Bills,2010,1,costaff
469,1490,Buffalo Bills,2011,1,costaff
469,1118,Buffalo Bills,2011,1,costaff
469,638,Buffalo Bills,2011,1,costaff
469,877,Buffalo Bills,2011,1,costaff
469,1163,Buffalo Bills,2011,1,costaff
469,168,Buffalo Bills,2011,1,costaff
1490,1118,Buffalo Bills,2011,1,costaff
1490,638,Buffalo Bills,2011,1,costaff
1490,877,Buffalo Bills,2011,1,costaff
1490,1163,Buffalo Bills,2011,1,costaff
1490,168,Buffalo Bills,2011,1,costaff
1118,638,Buffalo Bills,2011,1,costaff
1118,877,Buffalo Bills,2011,1,costaff
1118,1163,Buffalo Bills,2011,1,costaff
1118,168,Buffalo Bills,2011,1,costaff
638,877,Buffalo Bills,2011,1,costaff
638,1163,Buffalo Bills,2011,1,costaff
638,168,Buffalo Bills,2011,1,costaff
877,1163,Buffalo Bills,2011,1,costaff
877,168,Buffalo Bills,2011,1,costaff
1163,168,Buffalo Bills,2011,1,costaff
877,1163,Buffalo Bills,2012,1,costaff
877,168,Buffalo Bills,2012,1,costaff
877,1486,Buffalo Bills,2012,1,costaff
877,469,Buffalo Bills,2012,1,costaff
1163,168,Buffalo Bills,2012,1,costaff
1163,1486,Buffalo Bills,2012,1,costaff
1163,469,Buffalo Bills,2012,1,costaff
168,1486,Buffalo Bills,2012,1,costaff
168,469,Buffalo Bills,2012,1,costaff
1486,469,Buffalo Bills,2012,1,costaff
723,683,Buffalo Bills,2013,1,costaff
723,74,Buffalo Bills,2013,1,costaff
723,333,Buffalo Bills,2013,1,costaff
723,1506,Buffalo Bills,2013,1,costaff
723,748,Buffalo Bills,2013,1,costaff
723,722,Buffalo Bills,2013,1,costaff
683,74,Buffalo Bills,2013,1,costaff
683,333,Buffalo Bills,2013,1,costaff
683,1506,Buffalo Bills,2013,1,costaff
683,748,Buffalo Bills,2013,1,costaff
683,722,Buffalo Bills,2013,1,costaff
74,333,Buffalo Bills,2013,1,costaff
74,1506,Buffalo Bills,2013,1,costaff
74,748,Buffalo Bills,2013,1,costaff
74,722,Buffalo Bills,2013,1,costaff
333,1506,Buffalo Bills,2013,1,costaff
333,748,Buffalo Bills,2013,1,costaff
333,722,Buffalo Bills,2013,1,costaff
1506,748,Buffalo Bills,2013,1,costaff
1506,722,Buffalo Bills,2013,1,costaff
748,722,Buffalo Bills,2013,1,costaff
333,945,Buffalo Bills,2014,1,costaff
333,451,Buffalo Bills,2014,1,costaff
333,722,Buffalo Bills,2014,1,costaff
333,26,Buffalo Bills,2014,1,costaff
333,723,Buffalo Bills,2014,1,costaff
333,683,Buffalo Bills,2014,1,costaff
333,74,Buffalo Bills,2014,1,costaff
945,451,Buffalo Bills,2014,1,costaff
945,722,Buffalo Bills,2014,1,costaff
945,26,Buffalo Bills,2014,1,costaff
945,723,Buffalo Bills,2014,1,costaff
945,683,Buffalo Bills,2014,1,costaff
945,74,Buffalo Bills,2014,1,costaff
451,722,Buffalo Bills,2014,1,costaff
451,26,Buffalo Bills,2014,1,costaff
451,723,Buffalo Bills,2014,1,costaff
451,683,Buffalo Bills,2014,1,costaff
451,74,Buffalo Bills,2014,1,costaff
722,26,Buffalo Bills,2014,1,costaff
722,723,Buffalo Bills,2014,1,costaff
722,683,Buffalo Bills,2014,1,costaff
722,74,Buffalo Bills,2014,1,costaff
26,723,Buffalo Bills,2014,1,costaff
26,683,Buffalo Bills,2014,1,costaff
26,74,Buffalo Bills,2014,1,costaff
723,683,Buffalo Bills,2014,1,costaff
723,74,Buffalo Bills,2014,1,costaff
683,74,Buffalo Bills,2014,1,costaff
722,285,Buffalo Bills,2015,1,costaff
722,337,Buffalo Bills,2015,1,costaff
722,728,Buffalo Bills,2015,1,costaff
722,546,Buffalo Bills,2015,1,costaff
722,729,Buffalo Bills,2015,1,costaff
722,730,Buffalo Bills,2015,1,costaff
722,550,Buffalo Bills,2015,1,costaff
722,333,Buffalo Bills,2015,1,costaff
722,1298,Buffalo Bills,2015,1,costaff
285,337,Buffalo Bills,2015,1,costaff
285,728,Buffalo Bills,2015,1,costaff
285,546,Buffalo Bills,2015,1,costaff
285,729,Buffalo Bills,2015,1,costaff
285,730,Buffalo Bills,2015,1,costaff
285,550,Buffalo Bills,2015,1,costaff
285,333,Buffalo Bills,2015,1,costaff
285,1298,Buffalo Bills,2015,1,costaff
337,728,Buffalo Bills,2015,1,costaff
337,546,Buffalo Bills,2015,1,costaff
337,729,Buffalo Bills,2015,1,costaff
337,730,Buffalo Bills,2015,1,costaff
337,550,Buffalo Bills,2015,1,costaff
337,333,Buffalo Bills,2015,1,costaff
337,1298,Buffalo Bills,2015,1,costaff
728,546,Buffalo Bills,2015,1,costaff
728,729,Buffalo Bills,2015,1,costaff
728,730,Buffalo Bills,2015,1,costaff
728,550,Buffalo Bills,2015,1,costaff
728,333,Buffalo Bills,2015,1,costaff
728,1298,Buffalo Bills,2015,1,costaff
546,729,Buffalo Bills,2015,1,costaff
546,730,Buffalo Bills,2015,1,costaff
546,550,Buffalo Bills,2015,1,costaff
546,333,Buffalo Bills,2015,1,costaff
546,1298,Buffalo Bills,2015,1,costaff
729,730,Buffalo Bills,2015,1,costaff
729,550,Buffalo Bills,2015,1,costaff
729,333,Buffalo Bills,2015,1,costaff
729,1298,Buffalo Bills,2015,1,costaff
730,550,Buffalo Bills,2015,1,costaff
730,333,Buffalo Bills,2015,1,costaff
730,1298,Buffalo Bills,2015,1,costaff
550,333,Buffalo Bills,2015,1,costaff
550,1298,Buffalo Bills,2015,1,costaff
333,1298,Buffalo Bills,2015,1,costaff
285,1573,Buffalo Bills,2016,1,costaff
285,1298,Buffalo Bills,2016,1,costaff
285,730,Buffalo Bills,2016,1,costaff
1573,1298,Buffalo Bills,2016,1,costaff
1573,730,Buffalo Bills,2016,1,costaff
1298,730,Buffalo Bills,2016,1,costaff
649,411,Buffalo Bills,2017,1,costaff
649,1497,Buffalo Bills,2017,1,costaff
649,1499,Buffalo Bills,2017,1,costaff
649,250,Buffalo Bills,2017,1,costaff
649,1505,Buffalo Bills,2017,1,costaff
649,661,Buffalo Bills,2017,1,costaff
411,1497,Buffalo Bills,2017,1,costaff
411,1499,Buffalo Bills,2017,1,costaff
411,250,Buffalo Bills,2017,1,costaff
411,1505,Buffalo Bills,2017,1,costaff
411,661,Buffalo Bills,2017,1,costaff
1497,1499,Buffalo Bills,2017,1,costaff
1497,250,Buffalo Bills,2017,1,costaff
1497,1505,Buffalo Bills,2017,1,costaff
1497,661,Buffalo Bills,2017,1,costaff
1499,250,Buffalo Bills,2017,1,costaff
1499,1505,Buffalo Bills,2017,1,costaff
1499,661,Buffalo Bills,2017,1,costaff
250,1505,Buffalo Bills,2017,1,costaff
250,661,Buffalo Bills,2017,1,costaff
1505,661,Buffalo Bills,2017,1,costaff
738,661,Buffalo Bills,2018,1,costaff
738,678,Buffalo Bills,2018,1,costaff
738,1501,Buffalo Bills,2018,1,costaff
738,649,Buffalo Bills,2018,1,costaff
738,1309,Buffalo Bills,2018,1,costaff
738,250,Buffalo Bills,2018,1,costaff
738,333,Buffalo Bills,2018,1,costaff
738,1497,Buffalo Bills,2018,1,costaff
738,1499,Buffalo Bills,2018,1,costaff
661,678,Buffalo Bills,2018,1,costaff
661,1501,Buffalo Bills,2018,1,costaff
661,649,Buffalo Bills,2018,1,costaff
661,1309,Buffalo Bills,2018,1,costaff
661,250,Buffalo Bills,2018,1,costaff
661,333,Buffalo Bills,2018,1,costaff
661,1497,Buffalo Bills,2018,1,costaff
661,1499,Buffalo Bills,2018,1,costaff
678,1501,Buffalo Bills,2018,1,costaff
678,649,Buffalo Bills,2018,1,costaff
678,1309,Buffalo Bills,2018,1,costaff
678,250,Buffalo Bills,2018,1,costaff
678,333,Buffalo Bills,2018,1,costaff
678,1497,Buffalo Bills,2018,1,costaff
678,1499,Buffalo Bills,2018,1,costaff
1501,649,Buffalo Bills,2018,1,costaff
1501,1309,Buffalo Bills,2018,1,costaff
1501,250,Buffalo Bills,2018,1,costaff
1501,333,Buffalo Bills,2018,1,costaff
1501,1497,Buffalo Bills,2018,1,costaff
1501,1499,Buffalo Bills,2018,1,costaff
649,1309,Buffalo Bills,2018,1,costaff
649,250,Buffalo Bills,2018,1,costaff
649,333,Buffalo Bills,2018,1,costaff
649,1497,Buffalo Bills,2018,1,costaff
649,1499,Buffalo Bills,2018,1,costaff
1309,250,Buffalo Bills,2018,1,costaff
1309,333,Buffalo Bills,2018,1,costaff
1309,1497,Buffalo Bills,2018,1,costaff
1309,1499,Buffalo Bills,2018,1,costaff
250,333,Buffalo Bills,2018,1,costaff
250,1497,Buffalo Bills,2018,1,costaff
250,1499,Buffalo Bills,2018,1,costaff
333,1497,Buffalo Bills,2018,1,costaff
333,1499,Buffalo Bills,2018,1,costaff
1497,1499,Buffalo Bills,2018,1,costaff
1499,250,Buffalo Bills,2019,1,costaff
1499,1309,Buffalo Bills,2019,1,costaff
1499,1500,Buffalo Bills,2019,1,costaff
1499,909,Buffalo Bills,2019,1,costaff
1499,678,Buffalo Bills,2019,1,costaff
1499,1501,Buffalo Bills,2019,1,costaff
1499,649,Buffalo Bills,2019,1,costaff
1499,1497,Buffalo Bills,2019,1,costaff
250,1309,Buffalo Bills,2019,1,costaff
250,1500,Buffalo Bills,2019,1,costaff
250,909,Buffalo Bills,2019,1,costaff
250,678,Buffalo Bills,2019,1,costaff
250,1501,Buffalo Bills,2019,1,costaff
250,649,Buffalo Bills,2019,1,costaff
250,1497,Buffalo Bills,2019,1,costaff
1309,1500,Buffalo Bills,2019,1,costaff
1309,909,Buffalo Bills,2019,1,costaff
1309,678,Buffalo Bills,2019,1,costaff
1309,1501,Buffalo Bills,2019,1,costaff
1309,649,Buffalo Bills,2019,1,costaff
1309,1497,Buffalo Bills,2019,1,costaff
1500,909,Buffalo Bills,2019,1,costaff
1500,678,Buffalo Bills,2019,1,costaff
1500,1501,Buffalo Bills,2019,1,costaff
1500,649,Buffalo Bills,2019,1,costaff
1500,1497,Buffalo Bills,2019,1,costaff
909,678,Buffalo Bills,2019,1,costaff
909,1501,Buffalo Bills,2019,1,costaff
909,649,Buffalo Bills,2019,1,costaff
909,1497,Buffalo Bills,2019,1,costaff
678,1501,Buffalo Bills,2019,1,costaff
678,649,Buffalo Bills,2019,1,costaff
678,1497,Buffalo Bills,2019,1,costaff
1501,649,Buffalo Bills,2019,1,costaff
1501,1497,Buffalo Bills,2019,1,costaff
649,1497,Buffalo Bills,2019,1,costaff
649,909,Buffalo Bills,2020,1,costaff
649,1497,Buffalo Bills,2020,1,costaff
649,678,Buffalo Bills,2020,1,costaff
649,250,Buffalo Bills,2020,1,costaff
909,1497,Buffalo Bills,2020,1,costaff
909,678,Buffalo Bills,2020,1,costaff
909,250,Buffalo Bills,2020,1,costaff
1497,678,Buffalo Bills,2020,1,costaff
1497,250,Buffalo Bills,2020,1,costaff
678,250,Buffalo Bills,2020,1,costaff
909,1423,Buffalo Bills,2021,1,costaff
909,678,Buffalo Bills,2021,1,costaff
909,250,Buffalo Bills,2021,1,costaff
909,649,Buffalo Bills,2021,1,costaff
1423,678,Buffalo Bills,2021,1,costaff
1423,250,Buffalo Bills,2021,1,costaff
1423,649,Buffalo Bills,2021,1,costaff
678,250,Buffalo Bills,2021,1,costaff
678,649,Buffalo Bills,2021,1,costaff
250,649,Buffalo Bills,2021,1,costaff
1423,250,Buffalo Bills,2022,1,costaff
1423,649,Buffalo Bills,2022,1,costaff
1423,142,Buffalo Bills,2022,1,costaff
1423,1424,Buffalo Bills,2022,1,costaff
1423,1419,Buffalo Bills,2022,1,costaff
1423,1422,Buffalo Bills,2022,1,costaff
1423,1425,Buffalo Bills,2022,1,costaff
250,649,Buffalo Bills,2022,1,costaff
250,142,Buffalo Bills,2022,1,costaff
250,1424,Buffalo Bills,2022,1,costaff
250,1419,Buffalo Bills,2022,1,costaff
250,1422,Buffalo Bills,2022,1,costaff
250,1425,Buffalo Bills,2022,1,costaff
649,142,Buffalo Bills,2022,1,costaff
649,1424,Buffalo Bills,2022,1,costaff
649,1419,Buffalo Bills,2022,1,costaff
649,1422,Buffalo Bills,2022,1,costaff
649,1425,Buffalo Bills,2022,1,costaff
142,1424,Buffalo Bills,2022,1,costaff
142,1419,Buffalo Bills,2022,1,costaff
142,1422,Buffalo Bills,2022,1,costaff
142,1425,Buffalo Bills,2022,1,costaff
1424,1419,Buffalo Bills,2022,1,costaff
1424,1422,Buffalo Bills,2022,1,costaff
1424,1425,Buffalo Bills,2022,1,costaff
1419,1422,Buffalo Bills,2022,1,costaff
1419,1425,Buffalo Bills,2022,1,costaff
1422,1425,Buffalo Bills,2022,1,costaff
1419,1502,Buffalo Bills,2023,1,costaff
1419,1425,Buffalo Bills,2023,1,costaff
1419,717,Buffalo Bills,2023,1,costaff
1419,1503,Buffalo Bills,2023,1,costaff
1419,1422,Buffalo Bills,2023,1,costaff
1419,142,Buffalo Bills,2023,1,costaff
1419,1504,Buffalo Bills,2023,1,costaff
1419,1399,Buffalo Bills,2023,1,costaff
1419,649,Buffalo Bills,2023,1,costaff
1502,1425,Buffalo Bills,2023,1,costaff
1502,717,Buffalo Bills,2023,1,costaff
1502,1503,Buffalo Bills,2023,1,costaff
1502,1422,Buffalo Bills,2023,1,costaff
1502,142,Buffalo Bills,2023,1,costaff
1502,1504,Buffalo Bills,2023,1,costaff
1502,1399,Buffalo Bills,2023,1,costaff
1502,649,Buffalo Bills,2023,1,costaff
1425,717,Buffalo Bills,2023,1,costaff
1425,1503,Buffalo Bills,2023,1,costaff
1425,1422,Buffalo Bills,2023,1,costaff
1425,142,Buffalo Bills,2023,1,costaff
1425,1504,Buffalo Bills,2023,1,costaff
1425,1399,Buffalo Bills,2023,1,costaff
1425,649,Buffalo Bills,2023,1,costaff
717,1503,Buffalo Bills,2023,1,costaff
717,1422,Buffalo Bills,2023,1,costaff
717,142,Buffalo Bills,2023,1,costaff
717,1504,Buffalo Bills,2023,1,costaff
717,1399,Buffalo Bills,2023,1,costaff
717,649,Buffalo Bills,2023,1,costaff
1503,1422,Buffalo Bills,2023,1,costaff
1503,142,Buffalo Bills,2023,1,costaff
1503,1504,Buffalo Bills,2023,1,costaff
1503,1399,Buffalo Bills,2023,1,costaff
1503,649,Buffalo Bills,2023,1,costaff
1422,142,Buffalo Bills,2023,1,costaff
1422,1504,Buffalo Bills,2023,1,costaff
1422,1399,Buffalo Bills,2023,1,costaff
1422,649,Buffalo Bills,2023,1,costaff
142,1504,Buffalo Bills,2023,1,costaff
142,1399,Buffalo Bills,2023,1,costaff
142,649,Buffalo Bills,2023,1,costaff
1504,1399,Buffalo Bills,2023,1,costaff
1504,649,Buffalo Bills,2023,1,costaff
1399,649,Buffalo Bills,2023,1,costaff
1419,1420,Buffalo Bills,2024,1,costaff
1419,1421,Buffalo Bills,2024,1,costaff
1419,1002,Buffalo Bills,2024,1,costaff
1419,1309,Buffalo Bills,2024,1,costaff
1419,1422,Buffalo Bills,2024,1,costaff
1419,1046,Buffalo Bills,2024,1,costaff
1419,649,Buffalo Bills,2024,1,costaff
1420,1421,Buffalo Bills,2024,1,costaff
1420,1002,Buffalo Bills,2024,1,costaff
1420,1309,Buffalo Bills,2024,1,costaff
1420,1422,Buffalo Bills,2024,1,costaff
1420,1046,Buffalo Bills,2024,1,costaff
1420,649,Buffalo Bills,2024,1,costaff
1421,1002,Buffalo Bills,2024,1,costaff
1421,1309,Buffalo Bills,2024,1,costaff
1421,1422,Buffalo Bills,2024,1,costaff
1421,1046,Buffalo Bills,2024,1,costaff
1421,649,Buffalo Bills,2024,1,costaff
1002,1309,Buffalo Bills,2024,1,costaff
1002,1422,Buffalo Bills,2024,1,costaff
1002,1046,Buffalo Bills,2024,1,costaff
1002,649,Buffalo Bills,2024,1,costaff
1309,1422,Buffalo Bills,2024,1,costaff
1309,1046,Buffalo Bills,2024,1,costaff
1309,649,Buffalo Bills,2024,1,costaff
1422,1046,Buffalo Bills,2024,1,costaff
1422,649,Buffalo Bills,2024,1,costaff
1046,649,Buffalo Bills,2024,1,costaff
1251,910,Buffalo Bills,2025,1,costaff
1251,1002,Buffalo Bills,2025,1,costaff
1251,1422,Buffalo Bills,2025,1,costaff
1251,1309,Buffalo Bills,2025,1,costaff
1251,1046,Buffalo Bills,2025,1,costaff
1251,649,Buffalo Bills,2025,1,costaff
910,1002,Buffalo Bills,2025,1,costaff
910,1422,Buffalo Bills,2025,1,costaff
910,1309,Buffalo Bills,2025,1,costaff
910,1046,Buffalo Bills,2025,1,costaff
910,649,Buffalo Bills,2025,1,costaff
1002,1422,Buffalo Bills,2025,1,costaff
1002,1309,Buffalo Bills,2025,1,costaff
1002,1046,Buffalo Bills,2025,1,costaff
1002,649,Buffalo Bills,2025,1,costaff
1422,1309,Buffalo Bills,2025,1,costaff
1422,1046,Buffalo Bills,2025,1,costaff
1422,649,Buffalo Bills,2025,1,costaff
1309,1046,Buffalo Bills,2025,1,costaff
1309,649,Buffalo Bills,2025,1,costaff
1046,649,Buffalo Bills,2025,1,costaff
217,249,Carolina Panthers,1995,1,costaff
217,337,Carolina Panthers,1995,1,costaff
217,339,Carolina Panthers,1995,1,costaff
217,340,Carolina Panthers,1995,1,costaff
249,337,Carolina Panthers,1995,1,costaff
249,339,Carolina Panthers,1995,1,costaff
249,340,Carolina Panthers,1995,1,costaff
337,339,Carolina Panthers,1995,1,costaff
337,340,Carolina Panthers,1995,1,costaff
339,340,Carolina Panthers,1995,1,costaff
337,339,Carolina Panthers,1996,1,costaff
337,340,Carolina Panthers,1996,1,costaff
337,249,Carolina Panthers,1996,1,costaff
337,217,Carolina Panthers,1996,1,costaff
339,340,Carolina Panthers,1996,1,costaff
339,249,Carolina Panthers,1996,1,costaff
339,217,Carolina Panthers,1996,1,costaff
340,249,Carolina Panthers,1996,1,costaff
340,217,Carolina Panthers,1996,1,costaff
249,217,Carolina Panthers,1996,1,costaff
249,217,Carolina Panthers,1997,1,costaff
249,339,Carolina Panthers,1997,1,costaff
249,337,Carolina Panthers,1997,1,costaff
217,339,Carolina Panthers,1997,1,costaff
217,337,Carolina Panthers,1997,1,costaff
339,337,Carolina Panthers,1997,1,costaff
346,339,Carolina Panthers,1998,1,costaff
346,337,Carolina Panthers,1998,1,costaff
346,347,Carolina Panthers,1998,1,costaff
346,217,Carolina Panthers,1998,1,costaff
339,337,Carolina Panthers,1998,1,costaff
339,347,Carolina Panthers,1998,1,costaff
339,217,Carolina Panthers,1998,1,costaff
337,347,Carolina Panthers,1998,1,costaff
337,217,Carolina Panthers,1998,1,costaff
347,217,Carolina Panthers,1998,1,costaff
330,331,Carolina Panthers,1999,1,costaff
330,337,Carolina Panthers,1999,1,costaff
330,347,Carolina Panthers,1999,1,costaff
330,336,Carolina Panthers,1999,1,costaff
330,172,Carolina Panthers,1999,1,costaff
331,337,Carolina Panthers,1999,1,costaff
331,347,Carolina Panthers,1999,1,costaff
331,336,Carolina Panthers,1999,1,costaff
331,172,Carolina Panthers,1999,1,costaff
337,347,Carolina Panthers,1999,1,costaff
337,336,Carolina Panthers,1999,1,costaff
337,172,Carolina Panthers,1999,1,costaff
347,336,Carolina Panthers,1999,1,costaff
347,172,Carolina Panthers,1999,1,costaff
336,172,Carolina Panthers,1999,1,costaff
331,330,Carolina Panthers,2000,1,costaff
331,336,Carolina Panthers,2000,1,costaff
331,337,Carolina Panthers,2000,1,costaff
331,1130,Carolina Panthers,2000,1,costaff
331,338,Carolina Panthers,2000,1,costaff
331,172,Carolina Panthers,2000,1,costaff
330,336,Carolina Panthers,2000,1,costaff
330,337,Carolina Panthers,2000,1,costaff
330,1130,Carolina Panthers,2000,1,costaff
330,338,Carolina Panthers,2000,1,costaff
330,172,Carolina Panthers,2000,1,costaff
336,337,Carolina Panthers,2000,1,costaff
336,1130,Carolina Panthers,2000,1,costaff
336,338,Carolina Panthers,2000,1,costaff
336,172,Carolina Panthers,2000,1,costaff
337,1130,Carolina Panthers,2000,1,costaff
337,338,Carolina Panthers,2000,1,costaff
337,172,Carolina Panthers,2000,1,costaff
1130,338,Carolina Panthers,2000,1,costaff
1130,172,Carolina Panthers,2000,1,costaff
338,172,Carolina Panthers,2000,1,costaff
330,331,Carolina Panthers,2001,1,costaff
330,336,Carolina Panthers,2001,1,costaff
330,337,Carolina Panthers,2001,1,costaff
330,338,Carolina Panthers,2001,1,costaff
330,172,Carolina Panthers,2001,1,costaff
331,336,Carolina Panthers,2001,1,costaff
331,337,Carolina Panthers,2001,1,costaff
331,338,Carolina Panthers,2001,1,costaff
331,172,Carolina Panthers,2001,1,costaff
336,337,Carolina Panthers,2001,1,costaff
336,338,Carolina Panthers,2001,1,costaff
336,172,Carolina Panthers,2001,1,costaff
337,338,Carolina Panthers,2001,1,costaff
337,172,Carolina Panthers,2001,1,costaff
338,172,Carolina Panthers,2001,1,costaff
349,330,Carolina Panthers,2002,1,costaff
349,342,Carolina Panthers,2002,1,costaff
349,350,Carolina Panthers,2002,1,costaff
349,117,Carolina Panthers,2002,1,costaff
349,70,Carolina Panthers,2002,1,costaff
330,342,Carolina Panthers,2002,1,costaff
330,350,Carolina Panthers,2002,1,costaff
330,117,Carolina Panthers,2002,1,costaff
330,70,Carolina Panthers,2002,1,costaff
342,350,Carolina Panthers,2002,1,costaff
342,117,Carolina Panthers,2002,1,costaff
342,70,Carolina Panthers,2002,1,costaff
350,117,Carolina Panthers,2002,1,costaff
350,70,Carolina Panthers,2002,1,costaff
117,70,Carolina Panthers,2002,1,costaff
342,343,Carolina Panthers,2003,1,costaff
342,335,Carolina Panthers,2003,1,costaff
342,117,Carolina Panthers,2003,1,costaff
342,70,Carolina Panthers,2003,1,costaff
343,335,Carolina Panthers,2003,1,costaff
343,117,Carolina Panthers,2003,1,costaff
343,70,Carolina Panthers,2003,1,costaff
335,117,Carolina Panthers,2003,1,costaff
335,70,Carolina Panthers,2003,1,costaff
117,70,Carolina Panthers,2003,1,costaff
342,335,Carolina Panthers,2004,1,costaff
342,117,Carolina Panthers,2004,1,costaff
342,70,Carolina Panthers,2004,1,costaff
335,117,Carolina Panthers,2004,1,costaff
335,70,Carolina Panthers,2004,1,costaff
117,70,Carolina Panthers,2004,1,costaff
333,334,Carolina Panthers,2005,1,costaff
333,335,Carolina Panthers,2005,1,costaff
333,117,Carolina Panthers,2005,1,costaff
333,70,Carolina Panthers,2005,1,costaff
334,335,Carolina Panthers,2005,1,costaff
334,117,Carolina Panthers,2005,1,costaff
334,70,Carolina Panthers,2005,1,costaff
335,117,Carolina Panthers,2005,1,costaff
335,70,Carolina Panthers,2005,1,costaff
117,70,Carolina Panthers,2005,1,costaff
332,333,Carolina Panthers,2006,1,costaff
332,334,Carolina Panthers,2006,1,costaff
332,335,Carolina Panthers,2006,1,costaff
332,117,Carolina Panthers,2006,1,costaff
332,64,Carolina Panthers,2006,1,costaff
332,70,Carolina Panthers,2006,1,costaff
333,334,Carolina Panthers,2006,1,costaff
333,335,Carolina Panthers,2006,1,costaff
333,117,Carolina Panthers,2006,1,costaff
333,64,Carolina Panthers,2006,1,costaff
333,70,Carolina Panthers,2006,1,costaff
334,335,Carolina Panthers,2006,1,costaff
334,117,Carolina Panthers,2006,1,costaff
334,64,Carolina Panthers,2006,1,costaff
334,70,Carolina Panthers,2006,1,costaff
335,117,Carolina Panthers,2006,1,costaff
335,64,Carolina Panthers,2006,1,costaff
335,70,Carolina Panthers,2006,1,costaff
117,64,Carolina Panthers,2006,1,costaff
117,70,Carolina Panthers,2006,1,costaff
64,70,Carolina Panthers,2006,1,costaff
333,334,Carolina Panthers,2007,1,costaff
333,335,Carolina Panthers,2007,1,costaff
333,805,Carolina Panthers,2007,1,costaff
333,42,Carolina Panthers,2007,1,costaff
333,64,Carolina Panthers,2007,1,costaff
333,70,Carolina Panthers,2007,1,costaff
334,335,Carolina Panthers,2007,1,costaff
334,805,Carolina Panthers,2007,1,costaff
334,42,Carolina Panthers,2007,1,costaff
334,64,Carolina Panthers,2007,1,costaff
334,70,Carolina Panthers,2007,1,costaff
335,805,Carolina Panthers,2007,1,costaff
335,42,Carolina Panthers,2007,1,costaff
335,64,Carolina Panthers,2007,1,costaff
335,70,Carolina Panthers,2007,1,costaff
